vehicle_id,route_id, route_direction,timestamp,lat,lng
9_1013,1584ebd7-f3ca-43ab-a6fa-5483a0f6f2a4,-1,1602262271000,-23.629193,-46.630525
9_53412,b99cd78c-f020-48b2-82d8-4f66006b4727,-1,1602262213000,-23.672175,-46.605388
9_53408,d76c5924-95d2-4f13-a0fa-03e4ff12ebe0,-1,1602262167000,-23.672925,-46.5835999
9_1015,1584ebd7-f3ca-43ab-a6fa-5483a0f6f2a4,-1,1602262286000,-23.660923,-46.604981
1_51216,ed5ea2bf-7194-42fb-89a9-8794a74a27df,-1,1602251200000,-23.610823000000003,-46.627996249999995
1_52795,d34474a8-3614-48c0-b3c1-f2da8abca2e7,1,1602251177000,-23.61487275,-46.6384915
1_52823,d34474a8-3614-48c0-b3c1-f2da8abca2e7,0,1602251173000,-23.652816,-46.607754
1_52840,d34474a8-3614-48c0-b3c1-f2da8abca2e7,0,1602251207000,-23.619163999999998,-46.639288
1_52851,d34474a8-3614-48c0-b3c1-f2da8abca2e7,0,1602251177000,-23.652816,-46.607754
1_52859,d34474a8-3614-48c0-b3c1-f2da8abca2e7,1,1602251185000,-23.555846,-46.6396005
1_52819,d34474a8-3614-48c0-b3c1-f2da8abca2e7,0,1602251212000,-23.652816,-46.607754
1_52845,d34474a8-3614-48c0-b3c1-f2da8abca2e7,1,1602251184000,-23.592779999999998,-46.6421195
1_52848,d34474a8-3614-48c0-b3c1-f2da8abca2e7,1,1602251203000,-23.5470345,-46.6298525
1_52834,d34474a8-3614-48c0-b3c1-f2da8abca2e7,1,1602251182000,-23.5470345,-46.6298525
1_52800,d34474a8-3614-48c0-b3c1-f2da8abca2e7,0,1602251196000,-23.652816,-46.607754
1_51227,ed5ea2bf-7194-42fb-89a9-8794a74a27df,0,1602251182000,-23.6510365,-46.620753
1_52841,d34474a8-3614-48c0-b3c1-f2da8abca2e7,1,1602251185000,-23.5470345,-46.6298525
1_52699,d34474a8-3614-48c0-b3c1-f2da8abca2e7,1,1602251187000,-23.5470345,-46.6298525
1_52808,d34474a8-3614-48c0-b3c1-f2da8abca2e7,0,1602251177000,-23.5733805,-46.651902500000006
1_52828,d34474a8-3614-48c0-b3c1-f2da8abca2e7,0,1602251181000,-23.652816,-46.607754
1_51216,ed5ea2bf-7194-42fb-89a9-8794a74a27df,-1,1602251244000,-23.6094965,-46.6279335
1_52795,d34474a8-3614-48c0-b3c1-f2da8abca2e7,1,1602251267000,-23.61682625,-46.638924
1_52823,d34474a8-3614-48c0-b3c1-f2da8abca2e7,0,1602251264000,-23.652816,-46.607754
1_52840,d34474a8-3614-48c0-b3c1-f2da8abca2e7,0,1602251252000,-23.618917500000002,-46.63923375
1_52851,d34474a8-3614-48c0-b3c1-f2da8abca2e7,0,1602251267000,-23.652816,-46.607754
1_52859,d34474a8-3614-48c0-b3c1-f2da8abca2e7,1,1602251230000,-23.556557,-46.640041
1_52819,d34474a8-3614-48c0-b3c1-f2da8abca2e7,0,1602251257000,-23.652816,-46.607754
1_52845,d34474a8-3614-48c0-b3c1-f2da8abca2e7,1,1602251274000,-23.59420525,-46.642287499999995
1_52848,d34474a8-3614-48c0-b3c1-f2da8abca2e7,1,1602251247000,-23.5470345,-46.6298525
1_52834,d34474a8-3614-48c0-b3c1-f2da8abca2e7,1,1602251273000,-23.5470345,-46.6298525
1_52800,d34474a8-3614-48c0-b3c1-f2da8abca2e7,0,1602251241000,-23.652816,-46.607754
1_51227,ed5ea2bf-7194-42fb-89a9-8794a74a27df,0,1602251273000,-23.6510365,-46.620753
1_52841,d34474a8-3614-48c0-b3c1-f2da8abca2e7,1,1602251274000,-23.5470345,-46.6298525
1_52699,d34474a8-3614-48c0-b3c1-f2da8abca2e7,1,1602251277000,-23.5470345,-46.6298525
1_52808,d34474a8-3614-48c0-b3c1-f2da8abca2e7,0,1602251268000,-23.576037,-46.65569025
1_52828,d34474a8-3614-48c0-b3c1-f2da8abca2e7,0,1602251271000,-23.652816,-46.607754
9_1021,c0406960-721b-4c89-953e-e5eacf65e0b6,-1,1602262332000,-23.625504,-46.628908
9_52235,a1b370c0-42c7-4a9d-a1aa-00f5dbbfb821,-1,1602262351000,-23.66598,-46.625883
9_1019,c0406960-721b-4c89-953e-e5eacf65e0b6,-1,1602262314000,-23.697749,-46.552873
9_53413,b99cd78c-f020-48b2-82d8-4f66006b4727,-1,1602262365000,-23.627675,-46.628255
9_1017,eca1ccc4-cd54-4b48-b232-c58abc43532f,-1,1602262327000,-23.618061,-46.637773
9_53410,b99cd78c-f020-48b2-82d8-4f66006b4727,-1,1602262320000,-23.650669,-46.621077
9_1011,eca1ccc4-cd54-4b48-b232-c58abc43532f,-1,1602262344000,-23.648315,-46.581923
9_53411,b99cd78c-f020-48b2-82d8-4f66006b4727,-1,1602262376000,-23.6724159,-46.605422
9_1031,c0406960-721b-4c89-953e-e5eacf65e0b6,-1,1602262380000,-23.656735,-46.5958759
9_52350,d76c5924-95d2-4f13-a0fa-03e4ff12ebe0,-1,1602262282000,-23.672991,-46.583875
9_53412,b99cd78c-f020-48b2-82d8-4f66006b4727,-1,1602262385000,-23.67698,-46.607722
9_53408,d76c5924-95d2-4f13-a0fa-03e4ff12ebe0,-1,1602262347000,-23.672936,-46.583619
9_1015,1584ebd7-f3ca-43ab-a6fa-5483a0f6f2a4,-1,1602262346000,-23.657618,-46.6024079
9_1013,1584ebd7-f3ca-43ab-a6fa-5483a0f6f2a4,-1,1602262391000,-23.6273209,-46.640415
1_51216,ed5ea2bf-7194-42fb-89a9-8794a74a27df,-1,1602251334000,-23.6069635,-46.6269045
1_52795,d34474a8-3614-48c0-b3c1-f2da8abca2e7,1,1602251312000,-23.617099749999998,-46.638982
1_52823,d34474a8-3614-48c0-b3c1-f2da8abca2e7,0,1602251309000,-23.652816,-46.607754
1_52840,d34474a8-3614-48c0-b3c1-f2da8abca2e7,0,1602251333000,-23.618380000000002,-46.63911950000001
1_52851,d34474a8-3614-48c0-b3c1-f2da8abca2e7,0,1602251313000,-23.652816,-46.607754
1_52859,d34474a8-3614-48c0-b3c1-f2da8abca2e7,1,1602251320000,-23.5586795,-46.641866
1_52819,d34474a8-3614-48c0-b3c1-f2da8abca2e7,0,1602251302000,-23.652816,-46.607754
1_52845,d34474a8-3614-48c0-b3c1-f2da8abca2e7,1,1602251319000,-23.596185,-46.642500999999996
1_52848,d34474a8-3614-48c0-b3c1-f2da8abca2e7,1,1602251292000,-23.5470345,-46.6298525
1_52834,d34474a8-3614-48c0-b3c1-f2da8abca2e7,1,1602251318000,-23.5470345,-46.6298525
1_52800,d34474a8-3614-48c0-b3c1-f2da8abca2e7,0,1602251331000,-23.652816,-46.607754
1_51227,ed5ea2bf-7194-42fb-89a9-8794a74a27df,0,1602251317000,-23.6510365,-46.620753
1_52841,d34474a8-3614-48c0-b3c1-f2da8abca2e7,1,1602251320000,-23.5470345,-46.6298525
1_52699,d34474a8-3614-48c0-b3c1-f2da8abca2e7,1,1602251322000,-23.5470345,-46.6298525
1_52808,d34474a8-3614-48c0-b3c1-f2da8abca2e7,0,1602251312000,-23.577015000000003,-46.656649
1_52828,d34474a8-3614-48c0-b3c1-f2da8abca2e7,0,1602251315000,-23.652816,-46.607754
9_1021,c0406960-721b-4c89-953e-e5eacf65e0b6,-1,1602262481000,-23.621809,-46.6277959
9_52235,a1b370c0-42c7-4a9d-a1aa-00f5dbbfb821,-1,1602262479000,-23.668455,-46.624011
9_1023,eca1ccc4-cd54-4b48-b232-c58abc43532f,-1,1602262406000,-23.698185,-46.552776
9_1019,c0406960-721b-4c89-953e-e5eacf65e0b6,-1,1602262494000,-23.697733,-46.552963
9_53413,b99cd78c-f020-48b2-82d8-4f66006b4727,-1,1602262434000,-23.623586,-46.628205
9_52266,a1b370c0-42c7-4a9d-a1aa-00f5dbbfb821,-1,1602262403000,-23.684752,-46.626438
9_1017,eca1ccc4-cd54-4b48-b232-c58abc43532f,-1,1602262447000,-23.618074,-46.637744
9_53410,b99cd78c-f020-48b2-82d8-4f66006b4727,-1,1602262471000,-23.657088,-46.616744
9_1011,eca1ccc4-cd54-4b48-b232-c58abc43532f,-1,1602262464000,-23.651478,-46.590173
9_53411,b99cd78c-f020-48b2-82d8-4f66006b4727,-1,1602262492000,-23.6675,-46.603805
9_52344,a1b370c0-42c7-4a9d-a1aa-00f5dbbfb821,-1,1602262217000,-23.657633,-46.617316
9_1031,c0406960-721b-4c89-953e-e5eacf65e0b6,-1,1602262500000,-23.653673,-46.592326
9_1013,1584ebd7-f3ca-43ab-a6fa-5483a0f6f2a4,-1,1602262510000,-23.6271929,-46.640371
9_52350,d76c5924-95d2-4f13-a0fa-03e4ff12ebe0,-1,1602262462000,-23.673041,-46.58388
9_53412,b99cd78c-f020-48b2-82d8-4f66006b4727,-1,1602262486000,-23.677163,-46.603338
9_1015,1584ebd7-f3ca-43ab-a6fa-5483a0f6f2a4,-1,1602262525000,-23.65812,-46.5971199
1_52795,d34474a8-3614-48c0-b3c1-f2da8abca2e7,1,1602251457000,-23.6185205,-46.639292499999996
1_52859,d34474a8-3614-48c0-b3c1-f2da8abca2e7,1,1602251455000,-23.559326,-46.642411499999994
1_52845,d34474a8-3614-48c0-b3c1-f2da8abca2e7,1,1602251453000,-23.5984355,-46.642506
1_52848,d34474a8-3614-48c0-b3c1-f2da8abca2e7,1,1602251428000,-23.5470345,-46.6298525
1_52834,d34474a8-3614-48c0-b3c1-f2da8abca2e7,1,1602251454000,-23.5470345,-46.6298525
1_52841,d34474a8-3614-48c0-b3c1-f2da8abca2e7,1,1602251454000,-23.5470345,-46.6298525
1_52699,d34474a8-3614-48c0-b3c1-f2da8abca2e7,1,1602251458000,-23.5470345,-46.6298525
1_51203,9a2725fb-9841-4eb5-81b1-b7c4b6adeb94,0,1602251414000,-23.61998525,-46.63788375
1_51216,ed5ea2bf-7194-42fb-89a9-8794a74a27df,-1,1602251425000,-23.601036125,-46.624297999999996
1_52823,d34474a8-3614-48c0-b3c1-f2da8abca2e7,0,1602251444000,-23.652816,-46.607754
1_52840,d34474a8-3614-48c0-b3c1-f2da8abca2e7,0,1602251423000,-23.614879000000002,-46.638340125
1_52851,d34474a8-3614-48c0-b3c1-f2da8abca2e7,0,1602251448000,-23.652816,-46.607754
1_52819,d34474a8-3614-48c0-b3c1-f2da8abca2e7,0,1602251437000,-23.652816,-46.607754
1_52800,d34474a8-3614-48c0-b3c1-f2da8abca2e7,0,1602251421000,-23.652816,-46.607754
1_51227,ed5ea2bf-7194-42fb-89a9-8794a74a27df,0,1602251453000,-23.6510365,-46.620753
1_52808,d34474a8-3614-48c0-b3c1-f2da8abca2e7,0,1602251432000,-23.57539775,-46.657210750000004
1_52828,d34474a8-3614-48c0-b3c1-f2da8abca2e7,0,1602251450000,-23.652816,-46.607754
1_51203,9a2725fb-9841-4eb5-81b1-b7c4b6adeb94,0,1602251513000,-23.61998525,-46.63788375
1_51216,ed5ea2bf-7194-42fb-89a9-8794a74a27df,-1,1602251515000,-23.59637975,-46.621838375
1_52795,d34474a8-3614-48c0-b3c1-f2da8abca2e7,1,1602251520000,-23.6190305,-46.639416
1_52823,d34474a8-3614-48c0-b3c1-f2da8abca2e7,0,1602251489000,-23.652816,-46.607754
1_52840,d34474a8-3614-48c0-b3c1-f2da8abca2e7,0,1602251513000,-23.614879000000002,-46.638340125
1_52851,d34474a8-3614-48c0-b3c1-f2da8abca2e7,0,1602251493000,-23.652816,-46.607754
1_52859,d34474a8-3614-48c0-b3c1-f2da8abca2e7,1,1602251500000,-23.56045,-46.643369375
1_52819,d34474a8-3614-48c0-b3c1-f2da8abca2e7,0,1602251482000,-23.652816,-46.607754
1_52845,d34474a8-3614-48c0-b3c1-f2da8abca2e7,1,1602251499000,-23.598506999999998,-46.639347
1_52848,d34474a8-3614-48c0-b3c1-f2da8abca2e7,1,1602251518000,-23.5470345,-46.6298525
1_52834,d34474a8-3614-48c0-b3c1-f2da8abca2e7,1,1602251499000,-23.5470345,-46.6298525
1_52800,d34474a8-3614-48c0-b3c1-f2da8abca2e7,0,1602251511000,-23.652816,-46.607754
1_51227,ed5ea2bf-7194-42fb-89a9-8794a74a27df,0,1602251498000,-23.6510365,-46.620753
1_52841,d34474a8-3614-48c0-b3c1-f2da8abca2e7,1,1602251499000,-23.5470345,-46.6298525
1_52699,d34474a8-3614-48c0-b3c1-f2da8abca2e7,1,1602251502000,-23.5470345,-46.6298525
1_52808,d34474a8-3614-48c0-b3c1-f2da8abca2e7,0,1602251477000,-23.5742155,-46.655919
1_52828,d34474a8-3614-48c0-b3c1-f2da8abca2e7,0,1602251497000,-23.652816,-46.607754
9_1021,c0406960-721b-4c89-953e-e5eacf65e0b6,-1,1602262541000,-23.620033,-46.627653
9_52235,a1b370c0-42c7-4a9d-a1aa-00f5dbbfb821,-1,1602262591000,-23.670722,-46.623177
9_1023,eca1ccc4-cd54-4b48-b232-c58abc43532f,-1,1602262586000,-23.698159,-46.552874
9_53413,b99cd78c-f020-48b2-82d8-4f66006b4727,-1,1602262553000,-23.620808,-46.627711
9_52266,a1b370c0-42c7-4a9d-a1aa-00f5dbbfb821,-1,1602262583000,-23.684733,-46.62635
9_1017,eca1ccc4-cd54-4b48-b232-c58abc43532f,-1,1602262567000,-23.617688,-46.638946
9_53410,b99cd78c-f020-48b2-82d8-4f66006b4727,-1,1602262586000,-23.659808,-46.621022
9_1011,eca1ccc4-cd54-4b48-b232-c58abc43532f,-1,1602262584000,-23.656409,-46.595616
9_53411,b99cd78c-f020-48b2-82d8-4f66006b4727,-1,1602262613000,-23.668447,-46.606122
9_52344,a1b370c0-42c7-4a9d-a1aa-00f5dbbfb821,-1,1602262617000,-23.631847,-46.627327
9_53409,d76c5924-95d2-4f13-a0fa-03e4ff12ebe0,-1,1602262527000,-23.663436,-46.620244
9_1031,c0406960-721b-4c89-953e-e5eacf65e0b6,-1,1602262589000,-23.649915,-46.589023
9_1013,1584ebd7-f3ca-43ab-a6fa-5483a0f6f2a4,-1,1602262630000,-23.624378,-46.639113
9_53412,b99cd78c-f020-48b2-82d8-4f66006b4727,-1,1602262618000,-23.678047,-46.598244
9_53408,d76c5924-95d2-4f13-a0fa-03e4ff12ebe0,-1,1602262527000,-23.672919,-46.583594
9_1015,1584ebd7-f3ca-43ab-a6fa-5483a0f6f2a4,-1,1602262644000,-23.655118,-46.594011
1_51230,ed5ea2bf-7194-42fb-89a9-8794a74a27df,-1,1602251541000,-23.57543175,-46.61081675
1_51216,ed5ea2bf-7194-42fb-89a9-8794a74a27df,-1,1602251560000,-23.593629999999997,-46.62078187499999
